,URL,Auction Number
371,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-248,248
408,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-247,247
377,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-246,246
254,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-245,245
138,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-244,244
51,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-243,243
213,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-242,242
183,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-241,241
242,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-240,240
127,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-239,239
472,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-238,238
545,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-237,237
24,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-236,236
493,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-235,235
